Área,Grupos de edad,Sexo,Total,Año
Candelaria, 80 y más,Hombres,234,2015
Candelaria, 80 y más,Mujeres,306,2015
Candelaria, 0-4,Hombres,526,2019
Candelaria, 0-4,Mujeres,490,2019
Candelaria, 5-9  ,Hombres,616,2019
Candelaria, 5-9  ,Mujeres,552,2019
Candelaria, 10-14  ,Hombres,722,2019
Candelaria, 10-14  ,Mujeres,607,2019
Candelaria, 15-19,Hombres,864,2019
Candelaria, 15-19,Mujeres,645,2019
Candelaria, 20-24,Hombres,949,2019
Candelaria, 20-24,Mujeres,720,2019
Candelaria, 25-29,Hombres,913,2019
Candelaria, 25-29,Mujeres,688,2019
Candelaria, 30-34,Hombres,1106,2019
Candelaria, 30-34,Mujeres,858,2019
Candelaria, 35-39,Hombres,978,2019
Candelaria, 35-39,Mujeres,827,2019
Candelaria, 40-44,Hombres,871,2019
Candelaria, 40-44,Mujeres,726,2019
Candelaria, 45-49,Hombres,763,2019
Candelaria, 45-49,Mujeres,643,2019
Candelaria, 50-54,Hombres,745,2019
Candelaria, 50-54,Mujeres,645,2019
Candelaria, 55-59,Hombres,793,2019
Candelaria, 55-59,Mujeres,706,2019
Candelaria, 60-64,Hombres,667,2019
Candelaria, 60-64,Mujeres,615,2019
Candelaria, 65-69,Hombres,517,2019
Candelaria, 65-69,Mujeres,494,2019
Candelaria, 70-74,Hombres,400,2019
Candelaria, 70-74,Mujeres,398,2019
Candelaria, 75-79,Hombres,266,2019
Candelaria, 75-79,Mujeres,284,2019
Candelaria, 80 y más,Hombres,195,2019
Candelaria, 80 y más,Mujeres,252,2019
Rafael Uribe Uribe, 0-4,Hombres,17766,2005
Rafael Uribe Uribe, 0-4,Mujeres,16732,2005
Rafael Uribe Uribe, 5-9  ,Hombres,18694,2005
Rafael Uribe Uribe, 5-9  ,Mujeres,17674,2005
Rafael Uribe Uribe, 10-14  ,Hombres,19369,2005
Rafael Uribe Uribe, 10-14  ,Mujeres,18303,2005
Rafael Uribe Uribe, 15-19,Hombres,18063,2005
Rafael Uribe Uribe, 15-19,Mujeres,17330,2005
Rafael Uribe Uribe, 20-24,Hombres,17300,2005
Rafael Uribe Uribe, 20-24,Mujeres,18474,2005
Rafael Uribe Uribe, 25-29,Hombres,15607,2005
Rafael Uribe Uribe, 25-29,Mujeres,16633,2005
Rafael Uribe Uribe, 30-34,Hombres,13509,2005
Rafael Uribe Uribe, 30-34,Mujeres,14473,2005
Rafael Uribe Uribe, 35-39,Hombres,13160,2005
Rafael Uribe Uribe, 35-39,Mujeres,14469,2005
Rafael Uribe Uribe, 40-44,Hombres,12815,2005
Rafael Uribe Uribe, 40-44,Mujeres,14447,2005
Rafael Uribe Uribe, 45-49,Hombres,10286,2005
Rafael Uribe Uribe, 45-49,Mujeres,11923,2005
Rafael Uribe Uribe, 50-54,Hombres,7858,2005
Rafael Uribe Uribe, 50-54,Mujeres,9208,2005
Rafael Uribe Uribe, 55-59,Hombres,6049,2005
Rafael Uribe Uribe, 55-59,Mujeres,7101,2005
Rafael Uribe Uribe, 60-64,Hombres,4363,2005
Rafael Uribe Uribe, 60-64,Mujeres,5157,2005
Rafael Uribe Uribe, 65-69,Hombres,3093,2005
Rafael Uribe Uribe, 65-69,Mujeres,3990,2005
Rafael Uribe Uribe, 70-74,Hombres,2153,2005
Rafael Uribe Uribe, 70-74,Mujeres,2893,2005
Rafael Uribe Uribe, 75-79,Hombres,1652,2005
Rafael Uribe Uribe, 75-79,Mujeres,2364,2005
Rafael Uribe Uribe, 80 y más,Hombres,1407,2005
Rafael Uribe Uribe, 80 y más,Mujeres,2396,2005
Rafael Uribe Uribe, 0-4,Hombres,|,2015
Rafael Uribe Uribe, 0-4,Mujeres,14429,2015
Rafael Uribe Uribe, 5-9  ,Hombres,15606,2015
Rafael Uribe Uribe, 5-9  ,Mujeres,14406,2015
Rafael Uribe Uribe, 10-14  ,Hombres,15990,2015
Rafael Uribe Uribe, 10-14  ,Mujeres,14777,2015
Rafael Uribe Uribe, 15-19,Hombres,16682,2015
Rafael Uribe Uribe, 15-19,Mujeres,15718,2015
Rafael Uribe Uribe, 20-24,Hombres,16637,2015
Rafael Uribe Uribe, 20-24,Mujeres,15738,2015
Rafael Uribe Uribe, 25-29,Hombres,14894,2015
Rafael Uribe Uribe, 25-29,Mujeres,14298,2015
Rafael Uribe Uribe, 30-34,Hombres,14426,2015
Rafael Uribe Uribe, 30-34,Mujeres,15298,2015
Rafael Uribe Uribe, 35-39,Hombres,13712,2015
Rafael Uribe Uribe, 35-39,Mujeres,14519,2015
Rafael Uribe Uribe, 40-44,Hombres,12348,2015
Rafael Uribe Uribe, 40-44,Mujeres,13156,2015
Rafael Uribe Uribe, 45-49,Hombres,11411,2015
Rafael Uribe Uribe, 45-49,Mujeres,12483,2015
Rafael Uribe Uribe, 50-54,Hombres,10493,2015
Rafael Uribe Uribe, 50-54,Mujeres,11806,2015
Rafael Uribe Uribe, 55-59,Hombres,8581,2015
Rafael Uribe Uribe, 55-59,Mujeres,9979,2015
Rafael Uribe Uribe, 60-64,Hombres,6374,2015
Rafael Uribe Uribe, 60-64,Mujeres,7595,2015
Rafael Uribe Uribe, 65-69,Hombres,4802,2015
Rafael Uribe Uribe, 65-69,Mujeres,5845,2015
Rafael Uribe Uribe, 70-74,Hombres,3150,2015
Rafael Uribe Uribe, 70-74,Mujeres,3981,2015
Rafael Uribe Uribe, 75-79,Hombres,2103,2015
Rafael Uribe Uribe, 75-79,Mujeres,3023,2015
Rafael Uribe Uribe, 80 y más,Hombres,1967,2015
Rafael Uribe Uribe, 80 y más,Mujeres,3219,2015
Rafael Uribe Uribe, 0-4,Hombres,13752,2019
Rafael Uribe Uribe, 0-4,Mujeres,13004,2019
Rafael Uribe Uribe, 5-9  ,Hombres,13734,2019
Rafael Uribe Uribe, 5-9  ,Mujeres,12954,2019
Rafael Uribe Uribe, 10-14  ,Hombres,13634,2019
Rafael Uribe Uribe, 10-14  ,Mujeres,12867,2019
Rafael Uribe Uribe, 15-19,Hombres,13696,2019
Rafael Uribe Uribe, 15-19,Mujeres,12991,2019
Rafael Uribe Uribe, 20-24,Hombres,14290,2019
Rafael Uribe Uribe, 20-24,Mujeres,13712,2019
Rafael Uribe Uribe, 25-29,Hombres,14361,2019
Rafael Uribe Uribe, 25-29,Mujeres,13799,2019
Rafael Uribe Uribe, 30-34,Hombres,13252,2019
Rafael Uribe Uribe, 30-34,Mujeres,13137,2019
Rafael Uribe Uribe, 35-39,Hombres,12661,2019
Rafael Uribe Uribe, 35-39,Mujeres,13767,2019
Rafael Uribe Uribe, 40-44,Hombres,11315,2019
Rafael Uribe Uribe, 40-44,Mujeres,12175,2019
Rafael Uribe Uribe, 45-49,Hombres,9865,2019
Rafael Uribe Uribe, 45-49,Mujeres,10748,2019
Rafael Uribe Uribe, 50-54,Hombres,9588,2019
Rafael Uribe Uribe, 50-54,Mujeres,10782,2019
Rafael Uribe Uribe, 55-59,Hombres,8977,2019
Rafael Uribe Uribe, 55-59,Mujeres,10437,2019
Rafael Uribe Uribe, 60-64,Hombres,6951,2019
Rafael Uribe Uribe, 60-64,Mujeres,8419,2019
Rafael Uribe Uribe, 65-69,Hombres,5148,2019
Rafael Uribe Uribe, 65-69,Mujeres,6439,2019
Rafael Uribe Uribe, 70-74,Hombres,3602,2019
Rafael Uribe Uribe, 70-74,Mujeres,4692,2019
Rafael Uribe Uribe, 75-79,Hombres,2165,2019
Rafael Uribe Uribe, 75-79,Mujeres,3051,2019
Rafael Uribe Uribe, 80 y más,Hombres,1867,2019
Rafael Uribe Uribe, 80 y más,Mujeres,3158,2019
Ciudad Bolivar, 0-4,Hombres,32327,2005
Ciudad Bolivar, 0-4,Mujeres,30362,2005
Ciudad Bolivar, 5-9  ,Hombres,33251,2005
Ciudad Bolivar, 5-9  ,Mujeres,31358,2005
Ciudad Bolivar, 10-14  ,Hombres,33258,2005
Ciudad Bolivar, 10-14  ,Mujeres,31351,2005
Ciudad Bolivar, 15-19,Hombres,28858,2005
Ciudad Bolivar, 15-19,Mujeres,27616,2005
Ciudad Bolivar, 20-24,Hombres,26025,2005
Ciudad Bolivar, 20-24,Mujeres,27713,2005
Ciudad Bolivar, 25-29,Hombres,23230,2005
Ciudad Bolivar, 25-29,Mujeres,24690,2005
Ciudad Bolivar, 30-34,Hombres,20744,2005
Ciudad Bolivar, 30-34,Mujeres,22168,2005
Ciudad Bolivar, 35-39,Hombres,19413,2005
Ciudad Bolivar, 35-39,Mujeres,21285,2005
Ciudad Bolivar, 40-44,Hombres,17103,2005
Ciudad Bolivar, 40-44,Mujeres,19230,2005
Ciudad Bolivar, 45-49,Hombres,13695,2005
Ciudad Bolivar, 45-49,Mujeres,15827,2005
Ciudad Bolivar, 50-54,Hombres,10315,2005
Ciudad Bolivar, 50-54,Mujeres,12054,2005
Ciudad Bolivar, 55-59,Hombres,7423,2005
Ciudad Bolivar, 55-59,Mujeres,8689,2005
Ciudad Bolivar, 60-64,Hombres,5134,2005
Ciudad Bolivar, 60-64,Mujeres,6054,2005
Ciudad Bolivar, 65-69,Hombres,3332,2005
Ciudad Bolivar, 65-69,Mujeres,4289,2005
Ciudad Bolivar, 70-74,Hombres,2206,2005
Ciudad Bolivar, 70-74,Mujeres,2953,2005
Ciudad Bolivar, 75-79,Hombres,1381,2005
Ciudad Bolivar, 75-79,Mujeres,1971,2005
Ciudad Bolivar, 80 y más,Hombres,948,2005
Ciudad Bolivar, 80 y más,Mujeres,1608,2005
Ciudad Bolivar, 0-4,Hombres,34949,2015
Ciudad Bolivar, 0-4,Mujeres,33123,2015
Ciudad Bolivar, 5-9  ,Hombres,34064,2015
Ciudad Bolivar, 5-9  ,Mujeres,32359,2015
Ciudad Bolivar, 10-14  ,Hombres,33698,2015
Ciudad Bolivar, 10-14  ,Mujeres,32042,2015
Ciudad Bolivar, 15-19,Hombres,32695,2015
Ciudad Bolivar, 15-19,Mujeres,31709,2015
Ciudad Bolivar, 20-24,Hombres,30689,2015
Ciudad Bolivar, 20-24,Mujeres,29884,2015
Ciudad Bolivar, 25-29,Hombres,27183,2015
Ciudad Bolivar, 25-29,Mujeres,26863,2015
Ciudad Bolivar, 30-34,Hombres,27126,2015
Ciudad Bolivar, 30-34,Mujeres,29659,2015
Ciudad Bolivar, 35-39,Hombres,24761,2015
Ciudad Bolivar, 35-39,Mujeres,27035,2015
Ciudad Bolivar, 40-44,Hombres,20172,2015
Ciudad Bolivar, 40-44,Mujeres,22163,2015
Ciudad Bolivar, 45-49,Hombres,18583,2015
Ciudad Bolivar, 45-49,Mujeres,20975,2015
Ciudad Bolivar, 50-54,Hombres,16844,2015
Ciudad Bolivar, 50-54,Mujeres,19560,2015
Ciudad Bolivar, 55-59,Hombres,12868,2015
Ciudad Bolivar, 55-59,Mujeres,15457,2015
Ciudad Bolivar, 60-64,Hombres,9162,2015
Ciudad Bolivar, 60-64,Mujeres,11279,2015
Ciudad Bolivar, 65-69,Hombres,6320,2015
Ciudad Bolivar, 65-69,Mujeres,7950,2015
Ciudad Bolivar, 70-74,Hombres,3935,2015
Ciudad Bolivar, 70-74,Mujeres,5144,2015
Ciudad Bolivar, 75-79,Hombres,2140,2015
Ciudad Bolivar, 75-79,Mujeres,3188,2015
Ciudad Bolivar, 80 y más,Hombres,1607,2015
Ciudad Bolivar, 80 y más,Mujeres,2737,2015
Ciudad Bolivar, 0-4,Hombres,38017,2019
Ciudad Bolivar, 0-4,Mujeres,36146,2019
Ciudad Bolivar, 5-9  ,Hombres,36034,2019
Ciudad Bolivar, 5-9  ,Mujeres,34535,2019
Ciudad Bolivar, 10-14  ,Hombres,33944,2019
Ciudad Bolivar, 10-14  ,Mujeres,32880,2019
Ciudad Bolivar, 15-19,Hombres,33251,2019
Ciudad Bolivar, 15-19,Mujeres,32426,2019
Ciudad Bolivar, 20-24,Hombres,33946,2019
Ciudad Bolivar, 20-24,Mujeres,33525,2019
Ciudad Bolivar, 25-29,Hombres,33365,2019
Ciudad Bolivar, 25-29,Mujeres,33015,2019
Ciudad Bolivar, 30-34,Hombres,29027,2019
Ciudad Bolivar, 30-34,Mujeres,29617,2019
Ciudad Bolivar, 35-39,Hombres,26353,2019
Ciudad Bolivar, 35-39,Mujeres,29522,2019
Ciudad Bolivar, 40-44,Hombres,23275,2019
Ciudad Bolivar, 40-44,Mujeres,25800,2019
Ciudad Bolivar, 45-49,Hombres,20520,2019
Ciudad Bolivar, 45-49,Mujeres,23042,2019
Ciudad Bolivar, 50-54,Hombres,18732,2019
Ciudad Bolivar, 50-54,Mujeres,21708,2019
Ciudad Bolivar, 55-59,Hombres,15566,2019
Ciudad Bolivar, 55-59,Mujeres,18667,2019
Ciudad Bolivar, 60-64,Hombres,11549,2019
Ciudad Bolivar, 60-64,Mujeres,14430,2019
Ciudad Bolivar, 65-69,Hombres,7944,2019
Ciudad Bolivar, 65-69,Mujeres,10259,2019
Ciudad Bolivar, 70-74,Hombres,5114,2019
Ciudad Bolivar, 70-74,Mujeres,6879,2019
Ciudad Bolivar, 75-79,Hombres,2943,2019
Ciudad Bolivar, 75-79,Mujeres,4278,2019
Ciudad Bolivar, 80 y más,Hombres,2152,2019
Ciudad Bolivar, 80 y más,Mujeres,3723,2019
Sumapaz, 0-4,Hombres,332,2005
Sumapaz, 0-4,Mujeres,267,2005
Sumapaz, 5-9  ,Hombres,367,2005
Sumapaz, 5-9  ,Mujeres,300,2005
Sumapaz, 10-14  ,Hombres,427,2005
Sumapaz, 10-14  ,Mujeres,348,2005
Sumapaz, 15-19,Hombres,310,2005
Sumapaz, 15-19,Mujeres,258,2005
Sumapaz, 20-24,Hombres,210,2005
Sumapaz, 20-24,Mujeres,194,2005
Sumapaz, 25-29,Hombres,205,2005
Sumapaz, 25-29,Mujeres,194,2005
Sumapaz, 30-34,Hombres,188,2005
Sumapaz, 30-34,Mujeres,174,2005
Sumapaz, 35-39,Hombres,243,2005
Sumapaz, 35-39,Mujeres,235,2005
Sumapaz, 40-44,Hombres,208,2005
Sumapaz, 40-44,Mujeres,209,2005
Sumapaz, 45-49,Hombres,179,2005
Sumapaz, 45-49,Mujeres,173,2005
Sumapaz, 50-54,Hombres,116,2005
Sumapaz, 50-54,Mujeres,119,2005
Sumapaz, 55-59,Hombres,89,2005
Sumapaz, 55-59,Mujeres,93,2005
Sumapaz, 60-64,Hombres,80,2005
Sumapaz, 60-64,Mujeres,81,2005
Sumapaz, 65-69,Hombres,67,2005
Sumapaz, 65-69,Mujeres,76,2005
Sumapaz, 70-74,Hombres,48,2005
Sumapaz, 70-74,Mujeres,55,2005
Sumapaz, 75-79,Hombres,28,2005
Sumapaz, 75-79,Mujeres,32,2005
Sumapaz, 80 y más,Hombres,16,2005
Sumapaz, 80 y más,Mujeres,31,2005
Sumapaz, 0-4,Hombres,310,2015
Sumapaz, 0-4,Mujeres,258,2015
Sumapaz, 5-9  ,Hombres,327,2015
Sumapaz, 5-9  ,Mujeres,273,2015
Sumapaz, 10-14  ,Hombres,374,2015
Sumapaz, 10-14  ,Mujeres,315,2015
Sumapaz, 15-19,Hombres,309,2015
Sumapaz, 15-19,Mujeres,264,2015
Sumapaz, 20-24,Hombres,218,2015
Sumapaz, 20-24,Mujeres,186,2015
Sumapaz, 25-29,Hombres,211,2015
Sumapaz, 25-29,Mujeres,184,2015
Sumapaz, 30-34,Hombres,215,2015
Sumapaz, 30-34,Mujeres,206,2015
Sumapaz, 35-39,Hombres,274,2015
Sumapaz, 35-39,Mujeres,263,2015
Sumapaz, 40-44,Hombres,219,2015
Sumapaz, 40-44,Mujeres,211,2015
Sumapaz, 45-49,Hombres,209,2015
Sumapaz, 45-49,Mujeres,205,2015
Sumapaz, 50-54,Hombres,168,2015
Sumapaz, 50-54,Mujeres,168,2015
Sumapaz, 55-59,Hombres,136,2015
Sumapaz, 55-59,Mujeres,144,2015
Sumapaz, 60-64,Hombres,125,2015
Sumapaz, 60-64,Mujeres,134,2015
Sumapaz, 65-69,Hombres,111,2015
Sumapaz, 65-69,Mujeres,123,2015
Sumapaz, 70-74,Hombres,74,2015
Sumapaz, 70-74,Mujeres,83,2015
Sumapaz, 75-79,Hombres,38,2015
Sumapaz, 75-79,Mujeres,50,2015
Sumapaz, 80 y más,Hombres,31,2015
Sumapaz, 80 y más,Mujeres,44,2015
Sumapaz, 0-4,Hombres,375,2019
Sumapaz, 0-4,Mujeres,358,2019
Sumapaz, 5-9  ,Hombres,362,2019
Sumapaz, 5-9  ,Mujeres,345,2019
Sumapaz, 10-14  ,Hombres,335,2019
Sumapaz, 10-14  ,Mujeres,307,2019
Sumapaz, 15-19,Hombres,325,2019
Sumapaz, 15-19,Mujeres,267,2019
Sumapaz, 20-24,Hombres,329,2019
Sumapaz, 20-24,Mujeres,279,2019
Sumapaz, 25-29,Hombres,363,2019
Sumapaz, 25-29,Mujeres,311,2019
Sumapaz, 30-34,Hombres,283,2019
Sumapaz, 30-34,Mujeres,252,2019
Sumapaz, 35-39,Hombres,230,2019
Sumapaz, 35-39,Mujeres,225,2019
Sumapaz, 40-44,Hombres,234,2019
Sumapaz, 40-44,Mujeres,229,2019
Sumapaz, 45-49,Hombres,210,2019
Sumapaz, 45-49,Mujeres,200,2019
Sumapaz, 50-54,Hombres,241,2019
Sumapaz, 50-54,Mujeres,241,2019
Sumapaz, 55-59,Hombres,197,2019
Sumapaz, 55-59,Mujeres,205,2019
Sumapaz, 60-64,Hombres,166,2019
Sumapaz, 60-64,Mujeres,177,2019
Sumapaz, 65-69,Hombres,103,2019
Sumapaz, 65-69,Mujeres,123,2019
Sumapaz, 70-74,Hombres,76,2019
Sumapaz, 70-74,Mujeres,95,2019
Sumapaz, 75-79,Hombres,57,2019
Sumapaz, 75-79,Mujeres,75,2019
Sumapaz, 80 y más,Hombres,53,2019
Sumapaz, 80 y más,Mujeres,83,2019
